OG_id,num_of_seq_aa_unique,mean_seq_len_orig,median_seq_len_orig,max_ld,mean_ld,median_ld,var_ld,dim_ur,dim_CI_ur,dim_R^2_ur,dim_range_end_ur,dim_range_start_ur,n_seq_from_dim_log10,n_seq_from_dim_log20,log10_nseq_ci,log20_nseq_ci
COG0383,341,985.1378299120234,1006.0,0.97106,0.7950825323443161,0.83116,0.0081743776038201,7.08,0.764,0.974,1.0,0.5,21.168095843620705,16.27025965132922,2.284240850921782,1.7557172844089721
COG0384,902,280.6223698781838,282.0,0.97755,0.7223314029988853,0.7377,0.0061992577490067,8.236,0.358,0.996,0.85,0.35,20.099036295820607,15.44855719146049,0.8736589356366897,0.6715132921980154
COG0385,907,319.3572216097023,320.0,0.97294,0.7526312598114736,0.78729,0.0098477239173304,6.278,0.387,0.991,0.9,0.4,15.65253584036991,12.03088006620603,0.9648823463241727,0.7416295931222897
COG0386,863,177.0811123986095,166.0,0.98519,0.6256583394138506,0.62651,0.0109537207433652,7.447,0.587,0.986,0.75,0.25,16.48488833409189,12.67064432721155,1.299399684720282,0.9987469074893487
COG0387,299,364.84615384615387,365.0,0.93352,0.6934573661646204,0.74324,0.0186574851808072,4.68,0.285,0.992,0.95,0.45,11.851709179240384,9.109481886458628,0.7217387000178439,0.5547440892394677
COG0390,358,257.46796657381617,259.0,0.95686,0.6979898054864404,0.71053,0.0068047120537264,6.53,0.867,0.961,0.9,0.4,15.633787511295127,12.016469692012302,2.0757264582378063,1.5954485793223072
COG0391,691,350.57887120115777,330.0,0.96923,0.7429754816166446,0.76771,0.0113175285265847,5.97,0.369,0.991,0.9,0.4,14.95449650442159,11.494351824524657,0.9243231507758067,0.7104549117671018
COG0392,777,476.9510939510939,348.0,0.95521,0.841632189660205,0.84576,0.0044688137143833,9.917,1.325,0.96,1.0,0.5,25.00748176076059,19.221295315330536,3.3412234882532807,2.568137167773819
COG0393,589,127.4949494949495,107.0,0.97326,0.6943759852395968,0.70635,0.022363117991956,4.623,0.327,0.989,0.75,0.25,9.327423291879422,7.169260757219642,0.6597593373230739,0.5071054007377942
COG0397,559,494.4982142857143,490.0,0.96516,0.6333441978443327,0.63858,0.0094027570102825,6.358,0.284,0.995,0.75,0.25,17.00634912000285,13.071450448245546,0.7596418921171452,0.5838773084777815
COG0398,989,296.0020222446916,234.0,0.97411,0.8180751776832607,0.81176,0.005788209294252,9.116,1.624,0.932,1.0,0.5,21.493922300018358,16.52069696444541,3.8291059472608397,2.9431342551842197
COG0400,995,234.9718592964824,221.0,0.97807,0.7860123417894301,0.79638,0.0061975077498821,7.745,0.853,0.973,0.95,0.45,18.082733330642366,13.898782803553914,1.9915521666930842,1.5307503849491915
COG0401,222,54.410714285714285,52.0,0.83824,0.525477191308956,0.55769,0.0214227045349916,2.753,0.147,0.993,0.85,0.35,4.513190358205559,3.4689364374741034,0.2409876435365845,0.18522835318150857
COG0403,966,754.9627714581179,949.0,0.90928,0.6603833568907628,0.68035,0.0356922638544786,5.44,0.714,0.962,0.7,0.2,15.971643350136038,12.27615305055661,2.0962781897053544,1.6112450878855546
COG0404,1805,542.0602876106195,377.0,0.97835,0.77512064213106,0.81704,0.0164163446528232,5.942,0.465,0.986,0.85,0.35,15.252137132525373,11.723124895934038,1.193578553790693,0.917410480748793
COG0408,567,307.8712522045855,303.0,0.86226,0.542785300353357,0.5565,0.0142456550818768,4.785,0.25,0.994,0.65,0.15,11.565731954675766,8.889673561118158,0.6042702170676993,0.4644552539769152
COG0409,439,368.4259681093394,371.0,0.96685,0.5774117718767227,0.58333,0.0082019353152417,5.747,0.416,0.988,0.75,0.25,14.682050615249064,11.284943978371592,1.0627689326507066,0.8168673560122817
COG0412,1814,289.9057331863286,266.0,0.98565,0.8121468396993172,0.82229,0.0051504902858212,8.542,1.34,0.946,1.0,0.5,20.659718467697584,15.879509724258039,3.240929846255533,2.491049289452795
COG0413,1054,274.376660341556,272.0,0.88997,0.5814196352339299,0.58519,0.00566343509052,6.403,0.903,0.956,0.85,0.35,15.26439516908613,11.732546689898522,2.152701676977163,1.65461340949217
COG0414,960,295.565625,283.0,0.89945,0.6039831303875564,0.59722,0.0058910125061104,8.161,1.142,0.957,0.85,0.35,19.6334356105425,15.09068636078799,2.7473818732066575,2.111697564516589
COG0415,1071,462.4509803921569,472.0,0.98313,0.7352589722767611,0.74237,0.0102077237233088,7.455,0.559,0.987,0.85,0.35,19.879152222425773,15.279549502070042,1.4906030975635154,1.145710016318867
COG0416,924,345.45021645021643,343.0,0.98092,0.6497501110626462,0.64624,0.0080566389741491,6.773,0.763,0.971,0.8,0.3,17.114881376491134,13.154870705157375,1.928045842353866,1.4819380404599256
COG0417,419,766.0214797136039,786.0,0.98356,0.7991471520252138,0.81742,0.0157706301714484,5.348,1.077,0.914,1.0,0.5,15.44621876630489,11.872300268082524,3.110616606452948,2.390887694226791
COG0418,360,346.6666666666667,346.0,0.76163,0.4575099326833798,0.45609,0.0074204195660477,5.349,0.425,0.986,0.75,0.25,12.948966934317964,9.952858102790668,1.0288485599336576,0.7907954185242165
COG0419,1248,949.6108887109688,929.0,0.99799,0.8431265268053584,0.84778,0.0033748927370708,11.449,1.552,0.959,1.0,0.5,33.97080765444343,26.110702879764442,4.60500423440442,3.5395065830548007
COG0421,1350,367.4929681717247,285.0,0.98258,0.8225822267687999,0.83667,0.0090046886557433,7.458,0.535,0.988,1.0,0.5,18.25131291336622,14.028356743651905,1.3092588373090546,1.0063248669688616
COG0422,912,542.3855421686746,582.0,0.98364,0.5448056506730601,0.56894,0.0242195735907266,4.018,0.401,0.977,0.6,0.1,11.080676328120646,8.516849238718448,1.1058614254794374,0.849989184849701
COG0423,539,497.5157699443414,478.0,0.89828,0.5787703346414604,0.58893,0.0157768945937552,3.959,0.361,0.981,0.6,0.1,10.42341208302728,8.011661620228585,0.9504551053227704,0.7305405013646171
COG0424,1477,202.354096140826,198.0,0.97452,0.682169264375345,0.695,0.005883049210761,7.998,0.471,0.992,0.8,0.3,18.279076662501,14.049696566121264,1.076449750942482,0.8273827310131426
COG0426,814,385.3882063882064,397.0,0.9819,0.8086373945196456,0.84364,0.0128204466196271,6.262,0.336,0.993,1.0,0.5,16.223951335643875,12.470082465211707,0.8705282096417027,0.6691069479896413
COG0427,658,492.2933130699088,493.5,0.98031,0.7218659232117992,0.7728,0.0153306897851179,5.575,0.16,0.998,0.7,0.2,14.9669270383645,11.503906203735234,0.4295440943745865,0.3301569493448677
COG0428,916,269.95642701525054,261.0,0.96828,0.7525452504354883,0.77289,0.0078746949616318,6.742,0.672,0.978,0.95,0.45,16.198608783003227,12.450603627117959,1.6145750670688472,1.240997573038159
COG0429,403,336.22084367245657,330.0,0.9632,0.7053446959989136,0.71429,0.0102122597249409,6.208,0.57,0.981,0.9,0.4,15.533846408818482,11.939652783247919,1.426271335861233,1.096263222688678
COG0430,201,348.99004975124376,346.0,0.9621,0.6556704791044776,0.66476,0.0054905370899843,7.558,0.858,0.971,0.85,0.35,19.063515536986166,14.652633375495,2.1641302369322744,1.6633976496658784
COG0433,1373,598.0487982520029,543.0,0.98945,0.8250469707117061,0.85714,0.0123976526144629,5.358,1.338,0.874,1.0,0.5,14.628377750452664,11.243689845126948,3.6529991470895236,2.807774731761825
COG0435,450,329.75333333333333,328.0,0.94465,0.5513839042811185,0.56845,0.0136218157703274,4.947,0.359,0.988,0.7,0.2,12.323693190143578,9.472259080279064,0.8943209733700311,0.6873945845603767
COG0447,535,286.4803738317757,280.0,0.90038,0.4683232335048479,0.49667,0.0167137266767697,3.17,0.223,0.989,0.7,0.2,7.613020870634119,5.851533704838842,0.5355532032023371,0.4116378599933949
COG0448,858,409.9953542392567,417.0,0.97055,0.6579787353020377,0.67277,0.0120733297788834,5.395,0.196,0.997,0.8,0.3,14.065595662225723,10.811123270872276,0.5110021779047714,0.39276740706042
COG0452,1337,377.4319880418535,402.0,0.95926,0.6784279613398484,0.64803,0.0155204922472929,6.857,0.593,0.983,0.8,0.3,17.73331549704719,13.630212643942144,1.5335942963028997,1.1787539883123364
COG0462,1549,316.33848133848136,315.0,0.97662,0.6112877535894624,0.59633,0.0186710809850074,4.638,0.414,0.982,0.75,0.25,11.539511745588968,8.869520137158538,1.0300469734096231,0.7917165452314865
COG0466,1278,767.4194053208138,803.0,0.98744,0.594789384744909,0.58034,0.0232517848166244,4.773,0.282,0.992,0.7,0.2,13.838006945006752,10.636193624378752,0.8175818056760745,0.628411188366815
COG0467,849,366.0235294117647,302.5,0.98587,0.8346236704391403,0.85563,0.0065599395792715,8.13,1.27,0.947,1.0,0.5,20.118051095794918,15.463172380993154,3.142672188396008,2.4155263128980695
COG0469,1450,493.5034435261708,480.0,0.98408,0.6518754966707121,0.64536,0.0112859872839675,5.887,0.65,0.973,0.8,0.3,15.743437161553116,12.100748802120005,1.7382765678630077,1.336077241613386
COG0470,818,356.4554334554335,334.0,0.97512,0.7908200810407208,0.80637,0.0069714324187022,7.601,0.975,0.963,1.0,0.5,19.099827238987675,14.68054334077061,2.4499844175783423,1.883111400769812
COG0476,1643,322.0663420572124,275.0,0.98713,0.7549703197042333,0.76771,0.0113599836050051,6.793,0.255,0.997,0.85,0.35,16.532171954243445,12.706987547820713,0.6205952963833474,0.47700306561081735
COG0477,1465,486.40204778157,473.0,0.98324,0.7890462849269854,0.80207,0.0037292426764469,10.424,1.119,0.974,0.95,0.45,27.806235556528012,21.372478458759197,2.984955639654149,2.294301937389826
COG0479,1322,263.7936746987952,251.0,0.9838,0.6974991174109376,0.74902,0.0223848563463618,3.84,0.525,0.959,0.95,0.45,9.187509272464707,7.061719793613104,1.2561047833447843,0.9654695030330416
COG0481,1179,600.16850127011,601.0,0.98355,0.4344236517090971,0.43994,0.0077976817877387,4.106,0.496,0.967,0.65,0.15,11.380480775860587,8.747285469042975,1.3747487737035682,1.0566618589004664
COG0486,1122,449.7896613190731,455.0,0.98298,0.6833013683828896,0.65849,0.0170668516354469,5.521,0.542,0.978,0.8,0.3,14.633720108272007,11.247796097739991,1.4366013944364115,1.1042031307688962
COG0495,1339,868.7363704256908,862.0,0.97912,0.6254411948880932,0.61512,0.0135733297727745,5.681,0.453,0.986,0.75,0.25,16.624555648763497,12.777995668177617,1.3256334639834297,1.0189107617821618
COG0497,1120,564.6232142857143,558.0,0.99166,0.6947084437476063,0.6912,0.0070604076936081,7.851,0.901,0.97,0.85,0.35,21.535269404964975,16.55247725013015,2.4714402921759575,1.8996028534412512
COG0499,1020,446.6807051909892,450.0,0.97518,0.5421146392079893,0.57531,0.0234497744846123,4.128,0.161,0.996,0.55,0.05,10.907403252404563,8.383667777650249,0.4254098652221741,0.3269792907465335
COG0502,1049,343.1638095238095,342.0,0.97886,0.6886161310844934,0.71354,0.0184893473688283,5.085,0.504,0.978,0.75,0.25,12.838336908360361,9.867825454560954,1.272472330740142,0.9780499565582538
COG0503,1554,192.56996805111825,181.0,0.99227,0.7314430056742423,0.79082,0.0180214011037737,5.528,0.81,0.953,0.85,0.35,12.461817034712261,9.57842407649669,1.825989833233888,1.4034955683723442
COG0504,1289,532.9388544891641,544.0,0.97064,0.506573117889548,0.48634,0.0166117595632872,4.909,0.497,0.977,0.65,0.15,13.365523626772438,10.273032652065288,1.3531605708914038,1.0400686958803111
COG0506,855,820.0912280701755,1034.0,0.98955,0.7890782746757603,0.83524,0.0245453501726555,5.066,0.348,0.989,0.8,0.3,15.248448656075295,11.720289852574261,1.047465482099132,0.8051047905045091
COG0507,1444,770.1508650519031,729.0,0.99118,0.8355506466694691,0.85763,0.0071731519005874,7.861,0.627,0.985,1.0,0.5,22.47365614060349,17.273741739623805,1.7925177967381236,1.377768231871788
COG0510,497,329.0401606425703,295.0,0.97678,0.8344064632959043,0.84,0.003575066082614,9.488,1.691,0.932,1.0,0.5,23.336862933742047,17.937221287378595,4.159215347908707,3.196863532562944
COG0511,1497,269.9467021985343,159.0,0.99145,0.7772852034282471,0.81818,0.0235734133296675,5.045,0.213,0.996,0.75,0.25,11.087234764504007,8.521890195810306,0.4681032715241533,0.3597943729846571
COG0512,1512,260.9247027741083,196.0,0.97943,0.6433562472818377,0.60538,0.026012967799384,6.022,0.288,0.995,0.7,0.2,13.749607890673152,10.568248185281872,0.657570088428075,0.5054226963402821
COG0519,1256,502.3328025477707,519.0,0.98619,0.5125611615956553,0.49434,0.0134736998402521,4.374,0.427,0.978,0.65,0.15,11.849725663382719,9.107957312955882,1.1567976356342984,0.8891398657138002
COG0521,1092,191.33485401459853,177.0,0.95627,0.7055366324204362,0.73034,0.0141887145298079,4.793,0.384,0.985,0.9,0.4,10.681458352432537,8.210001604906312,0.8557646583213216,0.6577593607936624
COG0529,815,362.7921760391198,211.0,0.98602,0.7532729692347114,0.82258,0.0236846437630643,4.996,0.412,0.985,0.75,0.25,11.581568224123838,8.90184566283822,0.9550852898997239,0.7340993621075551
COG0530,983,333.90946083418106,326.0,0.97403,0.7342948317528327,0.7566,0.0074004831604793,7.9,0.755,0.979,0.9,0.4,19.764140473601717,15.191148966181276,1.8888513996923157,1.4518123379071977
COG0536,1167,392.27482876712327,381.5,0.93382,0.5995228536468139,0.61176,0.0076455650364325,5.734,0.366,0.991,0.8,0.3,14.631778728896919,11.246303911255776,0.9339433231210799,0.7178491858248368
COG0538,750,411.76830892143806,415.0,0.99256,0.6073962257587896,0.73585,0.051507196851725,3.054,0.229,0.987,0.55,0.05,7.985614060556141,6.137916948241212,0.598790314298414,0.46024328131867637
COG0539,1354,518.2903463522476,557.0,0.99031,0.7181571512400369,0.75377,0.0234205701429096,4.15,0.302,0.988,0.95,0.45,11.377749392695137,8.745186068433801,0.8279711606250436,0.636396672931809
COG0540,1214,319.1231527093596,313.0,0.97913,0.6157792185698316,0.64127,0.0112914300506405,5.147,0.513,0.978,0.8,0.3,12.79742202444325,9.836377383376222,1.2755153484630632,0.980388886277832
COG0544,1206,444.3978494623656,440.0,0.98383,0.7507698660913963,0.76632,0.007070362285716,7.245,0.73,0.977,0.95,0.45,19.10052048597501,14.681076185508736,1.924552098655867,1.4792526729360078
COG0550,1859,784.013986013986,775.0,0.99244,0.7389516747490317,0.77099,0.0101480737989737,6.221,0.564,0.981,0.9,0.4,17.953843093145423,13.79971495890275,1.6277073628892489,1.2510913417169507
COG0554,1077,498.7043558850788,499.0,0.97566,0.527298373907971,0.51357,0.0101421099847423,5.454,0.57,0.975,0.7,0.2,14.6570743959106,11.265746712035149,1.5318174561182696,1.1773882702346965
COG0555,630,278.28006329113924,277.0,0.94525,0.6439443289171526,0.70629,0.0184756639137575,4.56,0.447,0.978,0.75,0.25,11.026200635251538,8.474978034326035,1.0808578254292627,0.830770873101697
COG0556,1219,685.9393442622951,675.0,0.98255,0.4801786985483,0.47445,0.0095940568631592,5.001,0.473,0.98,0.65,0.15,14.11111382251522,10.84610952056767,1.3346444387221952,1.025836793287044
COG0562,272,399.7830882352941,383.0,0.95542,0.6059716458649881,0.62367,0.0164633540829325,4.34,0.371,0.983,0.6,0.1,11.125126063484183,8.551014273738147,0.9510188409107447,0.7309738008195513
COG0565,723,255.1089655172414,250.0,0.94048,0.6863160451795575,0.70518,0.0079799526474123,6.394,0.596,0.98,0.9,0.4,15.162025530174773,11.653863155120284,1.4132885855464754,1.0862843979436485
COG0567,808,996.6402966625463,948.0,0.96983,0.5854419358766731,0.59196,0.0100474733462085,4.895,0.333,0.989,0.75,0.25,14.506351842435341,11.149898073665872,0.986846815838809,0.7585119629276273
COG0571,1216,242.9262295081967,236.0,0.969,0.6750253807667317,0.675,0.0075750719048561,7.219,0.674,0.98,0.85,0.35,17.031323095970674,13.090645990278441,1.5901249157340678,1.2222046540307065
COG0572,882,283.019209039548,213.0,0.98217,0.7873925658329923,0.82595,0.0183304229413096,5.003,0.584,0.969,0.9,0.4,11.60979303921005,8.923539870643019,1.355210700559398,1.041644470208979
COG0576,1386,204.16126709863207,197.0,0.96848,0.7433592501914452,0.74775,0.0048210877360871,9.166,0.872,0.98,0.9,0.4,20.90358438710382,16.0669503829815,1.9886456017406209,1.5285163358018619
COG0578,1134,528.8221830985915,534.0,0.97599,0.7194357777497584,0.73171,0.009301912458,6.013,0.612,0.977,0.85,0.35,16.337240575727588,12.557159043354623,1.6627958144595516,1.278061090060374
COG0579,859,452.2246798603027,469.0,0.97927,0.7568809023339874,0.81193,0.0168687049694645,5.463,0.607,0.972,0.75,0.25,14.54291732448621,11.178003099816484,1.61587970272069,1.2420003444240537
COG0580,1029,249.7546071774976,244.0,0.96667,0.70244345310887,0.73427,0.0127765533181008,4.827,0.589,0.967,0.95,0.45,11.452868759807806,8.802924450610249,1.397501491511663,1.074150093517596
COG0581,1278,352.7,301.0,0.96788,0.7361313262696338,0.74573,0.0090463636419462,6.485,0.465,0.988,0.9,0.4,15.981556253967728,12.2837723244125,1.1459404253037768,0.8807947773094544
COG0582,975,401.91188524590166,407.0,0.9814,0.7783611273416523,0.80087,0.0079618401117743,7.99,0.614,0.987,0.95,0.45,20.785509298332233,15.97619529726856,1.5972844442022516,1.2277076235948554
COG0585,408,376.4436274509804,360.5,0.97426,0.7358733545310016,0.76871,0.010267345896094,6.478,0.674,0.976,0.95,0.45,16.490268154879523,12.67477937467822,1.7157210151881446,1.3187405524132636
COG0588,627,237.4025356576862,247.0,0.98532,0.5261677018715827,0.524,0.0144370462348564,4.309,0.308,0.988,0.7,0.2,10.282455749442365,7.903319511242097,0.7349724694426196,0.5649158527413706
COG0594,1078,126.10833333333332,122.0,0.94313,0.7585260474795134,0.7686,0.0047305850584666,8.678,1.205,0.957,1.0,0.5,17.88476260425115,13.746618190093038,2.483422325204268,1.90881250507745
COG0602,1112,214.50492390331243,214.0,0.95307,0.7653506243160288,0.77992,0.0108429116034519,6.306,0.918,0.953,1.0,0.5,14.56395023960696,11.194169456619054,2.1201564097620027,1.6295984080520602
COG0606,1191,476.8371116708648,507.0,0.98853,0.6573465113985142,0.6087,0.0210493403693304,6.401,0.719,0.972,0.75,0.25,17.282686002243192,13.28384899644298,1.9412984276851828,1.4921242662775351
COG0608,1249,597.4827862289832,577.0,0.98044,0.751785028612634,0.75594,0.0110530988733994,6.442,0.457,0.989,0.85,0.35,17.73222880751031,13.629377390688568,1.257936753342473,0.9668775950861028
COG0610,874,991.4605714285716,1032.0,0.98342,0.7851042733308692,0.80296,0.0087416567272884,7.069,0.669,0.98,0.95,0.45,21.252374028276563,16.335037700211057,2.01129413282176,1.5459244902307538
COG0611,953,326.8887722980063,325.0,0.95398,0.6937380823053254,0.7069,0.0064715872543823,7.144,0.483,0.99,0.85,0.35,17.798723275016805,13.680486487118399,1.2033571307157218,0.9249265080176633
COG0613,1304,322.5713190184049,283.0,0.99092,0.801130053851659,0.82583,0.0089375924170793,7.696,0.397,0.994,0.95,0.45,18.83846142706297,14.479651883390092,0.9717865367130978,0.7469363042757104
COG0615,318,190.3207547169812,147.0,0.9652,0.7465887228934786,0.76647,0.0199619435993272,4.872,0.364,0.987,0.6,0.1,10.48422560498255,8.058404218137891,0.7833042118665123,0.6020646829643252
COG0623,1026,270.086323957323,263.0,0.99384,0.6023902385204205,0.60211,0.0154423307363831,4.473,0.23,0.994,0.75,0.25,10.812458643207838,8.310691282478615,0.5559726107618607,0.427332661518015
COG0627,853,307.76697892271665,282.0,0.96687,0.7473092010248283,0.80833,0.0215834275270212,5.483,0.482,0.982,0.65,0.15,13.354489071907048,10.264551252787664,1.1739674872623012,0.9023369877518975
COG0630,402,567.6218905472637,553.0,0.96667,0.787143422290046,0.8169,0.0099247772039229,7.24,0.438,0.992,0.95,0.45,19.750744413631786,15.180852462630567,1.194865476957282,0.9183996379326226
COG0632,1147,201.5949477351916,201.0,0.92654,0.6646808152536932,0.67431,0.0055263176766261,7.042,0.809,0.97,0.9,0.4,15.985764143655294,12.287006600102984,1.8364787265289881,1.4115575602788009
COG0634,981,190.940996948118,181.0,0.96218,0.6451367076494205,0.64179,0.0142462179747781,5.451,0.491,0.982,0.8,0.3,12.215336141139241,9.388973491656616,1.100299036011625,0.8457138111178496
COG0636,1163,90.03668941979522,81.0,0.98335,0.7151434532479508,0.7234,0.0121795310743865,5.952,0.519,0.983,0.9,0.4,11.315901575221242,8.697648488454846,0.9867192401780619,0.7584139054953066
COG0638,538,242.9200743494424,243.5,0.92308,0.7477296204994013,0.79087,0.0133567133723826,5.069,0.555,0.973,1.0,0.5,11.92096147786518,9.162710711970412,1.3052147603502025,1.0032165013106293
COG0641,735,425.5298913043478,432.0,0.97925,0.820358816548963,0.82684,0.0045312286604018,8.606,1.354,0.946,1.0,0.5,22.602603276461622,17.372853317595013,3.5561149008051403,2.7333073892660527
COG0645,530,333.1924528301887,207.0,0.96957,0.8329423461140637,0.87324,0.0106458473325554,8.081,0.489,0.992,0.95,0.45,18.606902628629925,14.301670745979907,1.1259467127088274,0.8654271742091542
COG0647,909,282.0362239297475,271.0,0.98151,0.7448698517274636,0.76647,0.0082011584346641,6.752,0.753,0.972,0.95,0.45,16.372681860282327,12.584399986817,1.8259226067524577,1.4034438966340643
COG0648,650,286.04134762634,282.0,0.96907,0.7133658829915847,0.72281,0.0132280278266515,5.413,0.763,0.956,0.95,0.45,13.189338845411093,10.137613190601273,1.8591290484109853,1.428967091156248
COG0649,1013,440.24433497536944,412.0,0.95104,0.6316879503607257,0.65402,0.0166592122066137,4.075,0.535,0.962,0.9,0.4,10.566866197724432,8.121923578196693,1.3873063597012445,1.0663138930884004
COG0650,307,310.15635179153094,312.0,0.93428,0.7158549287858467,0.74096,0.0094734634068347,6.184,0.583,0.98,0.95,0.45,15.241282099389434,11.714781480968883,1.4368802496675355,1.1044174649749123
COG0651,1356,546.8856932153392,515.0,0.94318,0.7690470239797974,0.78471,0.0046406053806516,8.569,0.839,0.978,0.95,0.45,23.01977712764589,17.693502228515293,2.253891120328498,1.7323898202502424
COG0656,1506,282.722443559097,279.0,0.98195,0.6807201505473128,0.68571,0.0090541626555063,7.237,0.416,0.992,0.8,0.3,17.641588422132713,13.55970921571975,1.0140805283414687,0.779444387693715
COG0658,1072,725.9897388059702,757.0,0.96433,0.8076519195339826,0.81416,0.0031124145876674,11.662,0.993,0.984,0.95,0.45,33.39205600047522,25.66586174935465,2.8432783063344105,2.185405652298848
COG0661,1507,526.5479814692256,541.0,0.9776,0.7541389609797927,0.76909,0.0068749738022135,6.786,1.006,0.952,0.95,0.45,18.480710496022258,14.20467672352982,2.739698608753079,2.105792040063513
COG0663,1377,240.288824383164,178.0,0.98826,0.714874601615409,0.69268,0.0170012112260547,6.632,0.455,0.989,0.8,0.3,14.890771370262835,11.445371298040921,1.0216075050466813,0.7852297859783804
COG0670,754,235.43046357615893,234.0,0.94548,0.7016242914108378,0.74699,0.0128865387259636,5.315,0.241,0.995,0.9,0.4,12.462974503925395,9.579313732551501,0.5651132371488278,0.43435834610440477
COG0672,424,407.1957547169811,305.5,0.97636,0.7959469462286454,0.82051,0.0134340196914717,6.013,0.498,0.984,1.0,0.5,14.87989723529347,11.437013200990426,1.2323613542617908,0.9472197861455567
COG0676,259,299.1081081081081,294.0,0.98065,0.7042578713597318,0.70915,0.0077981833502382,6.423,1.124,0.934,0.9,0.4,15.799689535074117,12.143985601969721,2.7648841721038937,2.1251502127687947
COG0677,999,428.6553446553447,429.0,0.97492,0.6707407099484256,0.69807,0.0125439010493343,5.296,0.361,0.989,0.75,0.25,13.883073536523803,10.670832788477385,0.9463348841928044,0.7273736096375257
COG0680,652,174.68759571209802,164.0,0.9765,0.7767013080395427,0.7854399999999999,0.0045321688143596,8.814,1.194,0.959,0.95,0.45,19.430604867249226,14.93478623245178,2.6321922182318556,2.023160286084346
COG0684,1108,227.52882882882884,224.0,0.96423,0.7709300140393103,0.79221,0.010250916284466,6.321,0.661,0.975,1.0,0.5,14.755923546307404,11.34172432264078,1.5430573428427772,1.1860274920527694
COG0686,910,373.7091108671789,372.0,0.97783,0.5984025715978191,0.54348,0.0242147920836505,5.628,0.525,0.98,0.65,0.15,14.412217840905043,11.077544629207232,1.344423306054575,1.0333530437693312
COG0688,954,264.3730407523511,252.0,0.97592,0.7514825645374533,0.80808,0.014127870783448,5.776,0.183,0.998,0.75,0.25,13.80934604845112,10.614164234855718,0.4375191009117997,0.3362867131195631
COG0689,921,247.10412147505423,241.0,0.93117,0.5075856482084691,0.48148,0.0161108826089205,5.107,0.48,0.98,0.65,0.15,12.006792014995211,9.228681932784754,1.1285020887404935,0.8673912919006621
COG0690,1066,94.17883895131088,84.0,0.96313,0.7847425307542563,0.80556,0.0084142645119387,7.34,0.5,0.989,0.95,0.45,14.004457203996155,10.764130919863208,0.9539820983648607,0.7332514250588016
COG0692,758,231.5441370223979,226.0,0.96763,0.5668246040996434,0.56596,0.0105998727064004,5.819,0.312,0.993,0.7,0.2,13.61539956715842,10.465092743853146,0.7300231422844865,0.5611116920574294
COG0700,292,275.47278911564626,178.0,0.94747,0.7396440545120746,0.80976,0.0258578806388356,4.426,0.475,0.974,0.75,0.25,9.856637690142732,7.57602647363437,1.0578180982417076,0.8130620368224867
COG0701,783,361.69220945083015,346.0,0.97589,0.8002617584018448,0.82025,0.0084961781064264,6.761,0.841,0.965,1.0,0.5,17.095032771027,13.139614634559246,2.126449128891245,1.6344351290732622
COG0704,1453,249.3328757721345,233.0,0.96892,0.7624626343520291,0.75983,0.008830687638284,7.681,0.684,0.982,0.95,0.45,18.07833834679986,13.895404723219754,1.6098923876072262,1.2373983635831678
COG0709,514,395.147572815534,348.0,0.98158,0.6512229562124074,0.61838,0.021013534848218,5.052,0.369,0.988,0.75,0.25,12.799266981480999,9.83779545755122,0.9348633246568664,0.7185563190491688
COG0710,298,282.6442953020134,251.0,0.96588,0.772375740627754,0.76948,0.009249383573743,7.193,0.762,0.975,0.95,0.45,17.15240546516146,13.183712537240714,1.8170628339292414,1.3966340822156853
COG0716,1093,180.12148685403446,170.0,0.97841,0.7943408551756266,0.82286,0.0120630408972345,6.212,0.626,0.977,1.0,0.5,13.796664423735272,10.604416861806586,1.390327097433722,1.068635697921913
COG0722,708,356.47042253521124,356.0,0.96978,0.5150321086152199,0.51507,0.0093151544358177,4.723,0.494,0.975,0.7,0.2,11.987555974142998,9.213896692693194,1.2538328713162483,0.9637232619501245
COG0724,751,116.22103861517976,102.0,0.98512,0.6753818494451843,0.6791,0.0152745247119652,5.228,0.376,0.988,0.8,0.3,10.466922902272746,8.045104983863917,0.7527855798115058,0.5786073974622863
COG0725,1279,269.790625,261.0,0.98138,0.7722771382058313,0.78929,0.0061951140617671,8.552,0.319,0.997,0.9,0.4,20.597301379202996,15.831534590169962,0.7683043896124597,0.5905354927811294
COG0727,752,175.22074468085106,162.0,0.95879,0.8323701782375269,0.84718,0.0062190237248758,7.54,1.54,0.912,1.0,0.5,16.52193836779636,12.69912179031997,3.3745073058894417,2.59371983515819
COG0729,544,617.5357798165138,597.0,0.98608,0.7954199806359008,0.80472,0.0069392302184198,8.167,0.994,0.967,1.0,0.5,22.621662894540922,17.387502955299617,2.7532671626268734,2.116221126186827
COG0743,965,390.3730569948186,392.0,0.97264,0.5763900323565453,0.58156,0.0056552508719377,6.822,0.653,0.979,0.75,0.25,17.609206953060937,13.53482011310129,1.6855485400687176,1.2955493306735768
COG0748,285,189.65263157894736,175.0,0.95376,0.7949471171237954,0.81967,0.0102985705768459,6.904,0.453,0.99,1.0,0.5,15.343982265497393,11.793719066151573,1.0067821503867787,0.7738346953891458
COG0751,773,708.7309184993532,693.0,0.96376,0.6495961938212602,0.65915,0.008968301147427,5.891,0.669,0.971,0.85,0.35,16.64032025929134,12.790112691290368,1.8897257262715847,1.4524843643648373
